Recid,subid,Unnamed: 0,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps_civique,corporation,poele,page,colonne,ligne,AuthNameForename,Length
aves_aa_4R_auth_0851,"['aves_aa_4R_1484_0014', 'aves_aa_4R_1485_0014', 'aves_aa_4R_1492_0014', 'aves_aa_4R_1493_0014', 'aves_aa_4R_1496_0005', 'aves_aa_4R_1498_0014', 'aves_aa_4R_1499_0014']","[nan, nan, nan, nan, nan, nan, nan]","[1484, 1485, 1492, 1493, 1496, 1498, 1499]","['conseiller_des_bouchers', 'conseiller_des_bouchers', 'conseiller_des_bouchers', 'conseiller_des_bouchers', 'ammeister', 'conseiller_des_bouchers', 'conseiller_des_bouchers']","['Jacob Wisebach', 'Jacob Wisebach', 'Jacob Wysebach', 'Jacob Wysebach', 'her Jacob Wisebach der ammeister', 'her Jacob Wysebach altammeister', 'her Jacob Wysebach altammeister']","['jacob', 'jacob', 'jacob', 'jacob', 'jacob', 'jacob', 'jacob']","['wisebach', 'wisebach', 'wisebach', 'wisebach', 'wisebach', 'wisebach', 'wisebach']","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, ""['her', 'ammeister']"", ""['her', 'altammeister']"", ""['her', 'altammeister']""]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_bouchers', 'corporation_des_bouchers', 'corporation_des_bouchers', 'corporation_des_bouchers', nan, 'corporation_des_bouchers', 'corporation_des_bouchers']","[nan, nan, nan, nan, nan, nan, nan]","[213, 213, 217, 217, 219, 220, 220]","[nan, nan, nan, nan, nan, nan, nan]","[14, 14, 14, 14, 5, 14, 14]","wisebach, jacob",7
aves_aa_4R_auth_0852,"['aves_aa_4R_1484_0015', 'aves_aa_4R_1491_0015']","[nan, nan]","[1484, 1491]","['conseiller_des_cabaretiers', 'conseiller_des_cabaretiers']","['Conrat Armbroster', 'Conrat Armbroster']","['konrat', 'konrat']","['armbruster', 'armbruster']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_cabaretiers', 'corporation_des_cabaretiers']","[nan, nan]","[213, 216]","[nan, nan]","[15, 15]","armbruster, konrat",2
aves_aa_4R_auth_0853,"['aves_aa_4R_1484_0018', 'aves_aa_4R_1485_0018', 'aves_aa_4R_1488_0018', 'aves_aa_4R_1489_0018', 'aves_aa_4R_1492_0018', 'aves_aa_4R_1496_0018', 'aves_aa_4R_1497_0018']","[nan, nan, nan, nan, nan, nan, nan]","[1484, 1485, 1488, 1489, 1492, 1496, 1497]","['conseiller_des_sauniers', 'conseiller_des_sauniers', 'conseiller_des_sauniers', 'conseiller_des_sauniers', 'conseiller_des_sauniers', 'conseiller_des_sauniers', 'conseiller_des_sauniers']","['Lienhart Trachenfeils', 'Lienhart Trachenfeils', 'Lienhart Trachenfelß', 'Lienhart Trachenfels', 'Lienhart Trachenfelß', 'Lienhart Trachenfelß', 'Lienhart Trachenfelß']","['lienhart', 'lienhart', 'lienhart', 'lienhart', 'lienhart', 'lienhart', 'lienhart']","['trachenfeils', 'trachenfeils', 'trachenfeils', 'trachenfeils', 'trachenfeils', 'trachenfeils', 'trachenfeils']","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_sauniers', 'corporation_des_sauniers', 'corporation_des_sauniers', 'corporation_des_sauniers', 'corporation_des_sauniers', 'corporation_des_sauniers', 'corporation_des_sauniers']","[nan, nan, nan, nan, nan, nan, nan]","[213, 213, 215, 215, 217, 219, 219]","[nan, nan, nan, nan, nan, nan, nan]","[19, 18, 18, 18, 18, 18, 18]","trachenfeils, lienhart",7
aves_aa_4R_auth_0854,"['aves_aa_4R_1484_0024', 'aves_aa_4R_1485_0024', 'aves_aa_4R_1492_0024', 'aves_aa_4R_1493_0024']","[nan, nan, nan, nan]","[1484, 1485, 1492, 1493]","['conseiller_des_gourmets_et_courtiers', 'conseiller_des_gourmets_et_courtiers', 'conseiller_des_gourmets_et_courtiers', 'conseiller_des_gourmets_et_courtiers']","['Conrat Storck', 'Conrat Storck', 'Conrat Storck', 'Conrat Storck']","['konrat', 'konrat', 'konrat', 'konrat']","['storck', 'storck', 'storck', 'storck']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_gourmets_et_courtiers', 'corporation_des_gourmets_et_courtiers', 'corporation_des_gourmets_et_courtiers', 'corporation_des_gourmets_et_courtiers']","[nan, nan, nan, nan]","[213, 213, 217, 217]","[nan, nan, nan, nan]","[26, 25, 25, 24]","storck, konrat",4
aves_aa_4R_auth_0855,"['aves_aa_4R_1484_0026', 'aves_aa_4R_1485_0026']","[nan, nan]","[1484, 1485]","['conseiller_des_forgerons', 'conseiller_des_forgerons']","['Hans Wurtemberg', 'Hans Wurtemberg']","['johanns', 'johanns']","['württemberg', 'württemberg']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_forgerons', 'corporation_des_forgerons']","[nan, nan]","[213, 213]","[nan, nan]","[29, 27]","württemberg, johanns",2
aves_aa_4R_auth_0856,"['aves_aa_4R_1484_0031', 'aves_aa_4R_1485_0031']","[nan, nan]","[1484, 1485]","['conseiller_des_maçons', 'conseiller_des_maçons']","['Conrat Valwehenne', 'Conrat Valwehenne']","['konrat', 'konrat']","['fallwehenne', 'fallwehenne']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_maçons', 'corporation_des_maçons']","[nan, nan]","[213, 213]","[nan, nan]","[35, 33]","fallwehenne, konrat",2
aves_aa_4R_auth_0857,"['aves_aa_4R_1485_0015', 'aves_aa_4R_1486_0015']","[nan, nan]","[1485, 1486]","['conseiller_des_cabaretiers', 'conseiller_des_cabaretiers']","['Hans Meyger', 'Hans Meÿger']","['johanns', 'johanns']","['meiger', 'meiger']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_cabaretiers', 'corporation_des_cabaretiers']","[nan, nan]","[213, 214]","[nan, nan]","[15, 16]","meiger, johanns",2
aves_aa_4R_auth_0858,"['aves_aa_4R_1485_0016', 'aves_aa_4R_1486_0016']","[nan, nan]","[1485, 1486]","['conseiller_des_drapiers', 'conseiller_des_drapiers']","['Peter Renner', 'Peter Renner']","['peter', 'peter']","['renner', 'renner']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_drapiers', 'corporation_des_drapiers']","[nan, nan]","[213, 214]","[nan, nan]","[16, 17]","renner, peter",2
aves_aa_4R_auth_0859,"['aves_aa_4R_1485_0021', 'aves_aa_4R_1486_0021']","[nan, nan]","[1485, 1486]","['conseiller_des_pelletiers', 'conseiller_des_pelletiers']","['Claus Pfutzer', 'Claus Pfùtzer']","['claus', 'claus']","['pfutzer', 'pfutzer']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_pelletiers', 'corporation_des_pelletiers']","[nan, nan]","[213, 214]","[nan, nan]","[22, 23]","pfutzer, claus",2
aves_aa_4R_auth_0860,"['aves_aa_4R_1485_0025', 'aves_aa_4R_1486_0025']","[nan, nan]","[1485, 1486]","['conseiller_des_tailleurs', 'conseiller_des_tailleurs']","['Peter Hug', 'Peter Hug']","['peter', 'peter']","['hug', 'hug']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tailleurs', 'corporation_des_tailleurs']","[nan, nan]","[213, 214]","[nan, nan]","[26, 27]","hug, peter",2
aves_aa_4R_auth_0861,"['aves_aa_4R_1486_0012', 'aves_aa_4R_1487_0012', 'aves_aa_4R_1494_0012', 'aves_aa_4R_1495_0012']","[nan, nan, nan, nan]","[1486, 1487, 1494, 1495]","['conseiller_des_bateliers', 'conseiller_des_bateliers', 'conseiller_des_bateliers', 'conseiller_des_bateliers']","['Blesin Dolde', 'Blesin Dolde', 'Blesin Dolde', 'Blesin Dolde']","['blesin', 'blesin', 'blesin', 'blesin']","['dolde', 'dolde', 'dolde', 'dolde']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_bateliers', 'corporation_des_bateliers', 'corporation_des_bateliers', 'corporation_des_bateliers']","[nan, nan, nan, nan]","[214, 214, 218, 218]","[nan, nan, nan, nan]","[13, 12, 12, 12]","dolde, blesin",4
aves_aa_4R_auth_0862,"['aves_aa_4R_1486_0014', 'aves_aa_4R_1487_0014']","[nan, nan]","[1486, 1487]","['conseiller_des_bouchers', 'conseiller_des_bouchers']","['Claus Behtolt', 'Claus Behtolt']","['claus', 'claus']","['bechtolt', 'bechtolt']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_bouchers', 'corporation_des_bouchers']","[nan, nan]","[214, 214]","[nan, nan]","[15, 14]","bechtolt, claus",2
aves_aa_4R_auth_0863,"['aves_aa_4R_1486_0022', 'aves_aa_4R_1487_0022']","[nan, nan]","[1486, 1487]","['conseiller_des_tonneliers', 'conseiller_des_tonneliers']","['Claus Vetter', 'Claus Vetter']","['claus', 'claus']","['vetter', 'vetter']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tonneliers', 'corporation_des_tonneliers']","[nan, nan]","[214, 214]","[nan, nan]","[24, 23]","vetter, claus",2
aves_aa_4R_auth_0864,"['aves_aa_4R_1486_0024', 'aves_aa_4R_1487_0024']","[nan, nan]","[1486, 1487]","['conseiller_des_gourmets_et_courtiers', 'conseiller_des_gourmets_et_courtiers']","['Hans Rörich', 'Hans Rörich']","['johanns', 'johanns']","['rörich', 'rörich']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_gourmets_et_courtiers', 'corporation_des_gourmets_et_courtiers']","[nan, nan]","[214, 214]","[nan, nan]","[26, 24]","rörich, johanns",2
aves_aa_4R_auth_0865,"['aves_aa_4R_1486_0026', 'aves_aa_4R_1487_0026']","[nan, nan]","[1486, 1487]","['conseiller_des_forgerons', 'conseiller_des_forgerons']","['Hans von Dachstein', 'Hans von Dachstein']","['johanns', 'johanns']","['dachstein, von', 'dachstein, von']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_forgerons', 'corporation_des_forgerons']","[nan, nan]","[214, 214]","[nan, nan]","[28, 27]","dachstein, von, johanns",2
aves_aa_4R_auth_0866,"['aves_aa_4R_1486_0031', 'aves_aa_4R_1487_0031', 'aves_aa_4R_1494_0031', 'aves_aa_4R_1495_0031']","[nan, nan, nan, nan]","[1486, 1487, 1494, 1495]","['conseiller_des_maçons', 'conseiller_des_maçons', 'conseiller_des_maçons', 'conseiller_des_maçons']","['Claus Lötschel', 'Claus Lo?tschel', 'Claus Lötschel', 'Claus Lötschel']","['claus', 'claus', 'claus', 'claus']","['lötschel', 'lötschel', 'lötschel', 'lötschel']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_maçons', 'corporation_des_maçons', 'corporation_des_maçons', 'corporation_des_maçons']","[nan, nan, nan, nan]","[214, 214, 218, 218]","[nan, nan, nan, nan]","[33, 33, 34, 34]","lötschel, claus",4
aves_aa_4R_auth_0867,"['aves_aa_4R_1487_0017', 'aves_aa_4R_1488_0017', 'aves_aa_4R_1491_0017', 'aves_aa_4R_1492_0017', 'aves_aa_4R_1495_0017', 'aves_aa_4R_1496_0017']","[nan, nan, nan, nan, nan, nan]","[1487, 1488, 1491, 1492, 1495, 1496]","['conseiller_des_marchands_de_grains', 'conseiller_des_marchands_de_grains', 'conseiller_des_marchands_de_grains', 'conseiller_des_marchands_de_grains', 'conseiller_des_marchands_de_grains', 'conseiller_des_marchands_de_grains']","['Claus Jorger', 'Claus Jorger', 'Claus Jörger', 'Claus Jörger', 'Claus Jörger', 'Claus Jörger']","['claus', 'claus', 'claus', 'claus', 'claus', 'claus']","['jerger', 'jerger', 'jerger', 'jerger', 'jerger', 'jerger']","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_marchands_de_grains', 'corporation_des_marchands_de_grains', 'corporation_des_marchands_de_grains', 'corporation_des_marchands_de_grains', 'corporation_des_marchands_de_grains', 'corporation_des_marchands_de_grains']","[nan, nan, nan, nan, nan, nan]","[214, 215, 216, 217, 218, 219]","[nan, nan, nan, nan, nan, nan]","[17, 17, 17, 17, 17, 17]","jerger, claus",6
aves_aa_4R_auth_0868,"['aves_aa_4R_1487_0019', 'aves_aa_4R_1488_0019', 'aves_aa_4R_1491_0019', 'aves_aa_4R_1492_0019', 'aves_aa_4R_1495_0019']","[nan, nan, nan, nan, nan]","[1487, 1488, 1491, 1492, 1495]","['conseiller_des_orfevres', 'conseiller_des_orfevres', 'conseiller_des_orfevres', 'conseiller_des_orfevres', 'conseiller_des_orfevres']","['Steffan Rotschilt', 'Steffan Rotschilt', 'Steffan Rotschilt', 'Steffan Rotschilt', 'Steffan Rotschilt']","['stefan', 'stefan', 'stefan', 'stefan', 'stefan']","['rotschilt', 'rotschilt', 'rotschilt', 'rotschilt', 'rotschilt']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_orfevres', 'corporation_des_orfevres', 'corporation_des_orfevres', 'corporation_des_orfevres', 'corporation_des_orfevres']","[nan, nan, nan, nan, nan]","[214, 215, 216, 217, 218]","[nan, nan, nan, nan, nan]","[19, 19, 20, 19, 20]","rotschilt, stefan",5
aves_aa_4R_auth_0869,"['aves_aa_4R_1487_0021', 'aves_aa_4R_1488_0021']","[nan, nan]","[1487, 1488]","['conseiller_des_pelletiers', 'conseiller_des_pelletiers']","['Arbgast Burnherre', 'Arbgast Burnherre']","['arbogast', 'arbogast']","['burnherr', 'burnherr']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_pelletiers', 'corporation_des_pelletiers']","[nan, nan]","[214, 215]","[nan, nan]","[22, 22]","burnherr, arbogast",2
aves_aa_4R_auth_0870,"['aves_aa_4R_1487_0028', 'aves_aa_4R_1488_0028']","[nan, nan]","[1487, 1488]","['conseiller_des_pêcheurs', 'conseiller_des_pêcheurs']","['Diebolt Volck', 'Diebolt Volck, ertranck secunda post petri et pauli']","['diebolt', 'diebolt']","['volk', 'volk']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_pêcheurs', 'corporation_des_pêcheurs']","[nan, nan]","[214, 215]","[nan, nan]","[29, 30]","volk, diebolt",2
aves_aa_4R_auth_0871,"['aves_aa_4R_1488_0022', 'aves_aa_4R_1489_0022']","[nan, nan]","[1488, 1489]","['conseiller_des_tonneliers', 'conseiller_des_tonneliers']","['Florentz Müge', 'Florentz Müge']","['florentz', 'florentz']","['müge', 'müge']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tonneliers', 'corporation_des_tonneliers']","[nan, nan]","[215, 215]","[nan, nan]","[23, 23]","müge, florentz",2
aves_aa_4R_auth_0872,"['aves_aa_4R_1488_0025', 'aves_aa_4R_1493_0025', 'aves_aa_4R_1494_0025', 'aves_aa_4R_1499_0025']","[nan, nan, nan, nan]","[1488, 1493, 1494, 1499]","['conseiller_des_tailleurs', 'conseiller_des_tailleurs', 'conseiller_des_tailleurs', 'conseiller_des_tailleurs']","['Hans Franck', 'Hans Franck', 'Hans Franck', 'Hans Franck']","['johanns', 'johanns', 'johanns', 'johanns']","['frank', 'frank', 'frank', 'frank']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_tailleurs', 'corporation_des_tailleurs', 'corporation_des_tailleurs', 'corporation_des_tailleurs']","[nan, nan, nan, nan]","[215, 217, 218, 220]","[nan, nan, nan, nan]","[26, 25, 27, 27]","frank, johanns",4
aves_aa_4R_auth_0873,['aves_aa_4R_1488_0031'],[nan],[1488],['conseiller_des_maçons'],['Blesin Friderich'],['blesin'],['friedrich'],[nan],[nan],[nan],['echevinat'],['corporation_des_maçons'],[nan],[215],[nan],[35],"friedrich, blesin",1
aves_aa_4R_auth_0874,"['aves_aa_4R_1489_0013', 'aves_aa_4R_1490_0013', 'aves_aa_4R_1491_0005', 'aves_aa_4R_1497_0005']","[nan, nan, nan, nan]","[1489, 1490, 1491, 1497]","['conseiller_des_marchands', 'conseiller_des_marchands', 'ammeister', 'ammeister']","['Andres Hapmacher', 'Andres Hapmacher', 'her Andres Hapmacher der ammeister', 'her Andres Hapmacher der ammeister']","['andres', 'andres', 'andres', 'andres']","['happmacher', 'happmacher', 'happmacher', 'happmacher']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, ""['her', 'ammeister']"", ""['her', 'ammeister']""]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_marchands', 'corporation_des_marchands', nan, nan]","[nan, nan, nan, nan]","[215, 216, 216, 219]","[nan, nan, nan, nan]","[13, 13, 5, 5]","happmacher, andres",4
aves_aa_4R_auth_0875,"['aves_aa_4R_1489_0016', 'aves_aa_4R_1490_0016']","[nan, nan]","[1489, 1490]","['conseiller_des_drapiers', 'conseiller_des_drapiers']","['Hans von Brümat', 'Hans von Brümat']","['johanns', 'johanns']","['brümath, von', 'brümath, von']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_drapiers', 'corporation_des_drapiers']","[nan, nan]","[215, 216]","[nan, nan]","[16, 16]","brümath, von, johanns",2
aves_aa_4R_auth_0876,"['aves_aa_4R_1489_0017', 'aves_aa_4R_1490_0017', 'aves_aa_4R_1493_0017', 'aves_aa_4R_1494_0017', 'aves_aa_4R_1499_0017']","[nan, nan, nan, nan, nan]","[1489, 1490, 1493, 1494, 1499]","['conseiller_des_marchands_de_grains', 'conseiller_des_marchands_de_grains', 'conseiller_des_marchands_de_grains', 'conseiller_des_marchands_de_grains', 'conseiller_des_marchands_de_grains']","['Florentz Rummeler', 'Florentz Rummeler', 'Florentz Rummeler', 'Florentz Rummeler', 'Florentz Rummeler']","['florentz', 'florentz', 'florentz', 'florentz', 'florentz']","['rummeler', 'rummeler', 'rummeler', 'rummeler', 'rummeler']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_marchands_de_grains', 'corporation_des_marchands_de_grains', 'corporation_des_marchands_de_grains', 'corporation_des_marchands_de_grains', 'corporation_des_marchands_de_grains']","[nan, nan, nan, nan, nan]","[215, 216, 217, 218, 220]","[nan, nan, nan, nan, nan]","[17, 17, 17, 17, 17]","rummeler, florentz",5
aves_aa_4R_auth_0877,"['aves_aa_4R_1489_0021', 'aves_aa_4R_1490_0021', 'aves_aa_4R_1493_0021', 'aves_aa_4R_1494_0021']","[nan, nan, nan, nan]","[1489, 1490, 1493, 1494]","['conseiller_des_pelletiers', 'conseiller_des_pelletiers', 'conseiller_des_pelletiers', 'conseiller_des_pelletiers']","['Matern Pfùtzer', 'Matern Pfùtzer', 'Matern Pfùtzer', 'Matern Pfùtzer']","['mattern', 'mattern', 'mattern', 'mattern']","['pfutzer', 'pfutzer', 'pfutzer', 'pfutzer']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_pelletiers', 'corporation_des_pelletiers', 'corporation_des_pelletiers', 'corporation_des_pelletiers']","[nan, nan, nan, nan]","[215, 216, 217, 218]","[nan, nan, nan, nan]","[22, 22, 21, 22]","pfutzer, mattern",4
aves_aa_4R_auth_0878,"['aves_aa_4R_1489_0023', 'aves_aa_4R_1490_0023', 'aves_aa_4R_1497_0023', 'aves_aa_4R_1498_0023']","[nan, nan, nan, nan]","[1489, 1490, 1497, 1498]","['conseiller_des_tanneurs', 'conseiller_des_tanneurs', 'conseiller_des_tanneurs', 'conseiller_des_tanneurs']","['Hans Mißbach', 'Hans Misbach', 'Hans Misbach', 'Hans Mißbach']","['johanns', 'johanns', 'johanns', 'johanns']","['missbach', 'missbach', 'missbach', 'missbach']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_tanneurs', 'corporation_des_tanneurs', 'corporation_des_tanneurs', 'corporation_des_tanneurs']","[nan, nan, nan, nan]","[215, 216, 219, 220]","[nan, nan, nan, nan]","[24, 24, 24, 24]","missbach, johanns",4
aves_aa_4R_auth_0879,"['aves_aa_4R_1489_0025', 'aves_aa_4R_1490_0025', 'aves_aa_4R_1495_0025', 'aves_aa_4R_1496_0025']","[nan, nan, nan, nan]","[1489, 1490, 1495, 1496]","['conseiller_des_tailleurs', 'conseiller_des_tailleurs', 'conseiller_des_tailleurs', 'conseiller_des_tailleurs']","['Michel Dietrich', 'Michel Dietrich', 'Michel Dietrich', 'Michel Dietrich']","['michel', 'michel', 'michel', 'michel']","['dietrich', 'dietrich', 'dietrich', 'dietrich']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_tailleurs', 'corporation_des_tailleurs', 'corporation_des_tailleurs', 'corporation_des_tailleurs']","[nan, nan, nan, nan]","[215, 216, 218, 219]","[nan, nan, nan, nan]","[27, 26, 27, 27]","dietrich, michel",4
aves_aa_4R_auth_0880,"['aves_aa_4R_1489_0029', 'aves_aa_4R_1490_0029']","[nan, nan]","[1489, 1490]","['conseiller_des_charrons', 'conseiller_des_charrons']","['Peter Krebs', 'Peter Krebs']","['peter', 'peter']","['krebs', 'krebs']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_charrons', 'corporation_des_charrons']","[nan, nan]","[215, 216]","[nan, nan]","[32, 31]","krebs, peter",2
aves_aa_4R_auth_0881,"['aves_aa_4R_1489_0031', 'aves_aa_4R_1498_0031', 'aves_aa_4R_1499_0031']","[nan, nan, nan]","[1489, 1498, 1499]","['conseiller_des_maçons', 'conseiller_des_maçons', 'conseiller_des_maçons']","['Veltin Mynner', 'Veltin Mynner', 'Veltin Mynner']","['veltin', 'veltin', 'veltin']","['minner', 'minner', 'minner']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_maçons', 'corporation_des_maçons', 'corporation_des_maçons']","[nan, nan, nan]","[215, 220, 220]","[nan, nan, nan]","[34, 35, 35]","minner, veltin",3
aves_aa_4R_auth_0882,"['aves_aa_4R_1490_0015', 'aves_aa_4R_1493_0015', 'aves_aa_4R_1494_0015', 'aves_aa_4R_1498_0015']","[nan, nan, nan, nan]","[1490, 1493, 1494, 1498]","['conseiller_des_cabaretiers', 'conseiller_des_cabaretiers', 'conseiller_des_cabaretiers', 'conseiller_des_cabaretiers']","['Jacob Gerbott', 'Jacob Gerbott', 'Jacob Gerbott', 'Jacob Gerbott']","['jacob', 'jacob', 'jacob', 'jacob']","['gerbot', 'gerbot', 'gerbot', 'gerbot']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_cabaretiers', 'corporation_des_cabaretiers', 'corporation_des_cabaretiers', 'corporation_des_cabaretiers']","[nan, nan, nan, nan]","[216, 217, 218, 220]","[nan, nan, nan, nan]","[15, 15, 15, 15]","gerbot, jacob",4
